image_name,ground_truth,bbox
8240.jpg,animal,"[661.7472, 294.59592000000004, 312.54336, 338.55624]"
8241.jpg,animal,"[812.43072, 326.19996, 407.31072, 298.87055999999995]"
8242.jpg,animal,"[11.230272000000001, 265.88952, 279.27552000000003, 283.52268]"
8243.jpg,animal,"[11.230272000000001, 265.88952, 279.27552000000003, 283.52268]"
8244.jpg,animal,"[111.196992, 322.09596, 435.43872, 237.006]"
8245.jpg,animal,"[38.29056, 281.17368000000005, 262.56384, 248.1084]"
8246.jpg,animal,"[586.3872, 329.72076, 427.1712, 304.11827999999997]"
8247.jpg,animal,"[655.2057599999999, 514.4947199999999, 410.52288, 267.61644]"
8248.jpg,animal,"[548.3520000000001, 493.02864000000005, 426.2592, 253.94148]"
8249.jpg,animal,"[430.6656, 443.19419999999997, 406.896, 305.48448]"
825.jpg,animal,"[558.46912, 653.12256, 245.76, 144.0]"
8250.jpg,animal,"[505.99104000000005, 458.01288, 421.16352, 275.71536000000003]"
8251.jpg,animal,"[58.071552000000004, 321.63912000000005, 206.81663999999998, 204.19128]"
8252.jpg,animal,"[88.17023999999999, 352.60488, 233.29344, 159.29891999999998]"
8253.jpg,animal,"[78.486912, 353.83608, 156.34752, 214.7958]"
8254.jpg,animal,"[410.25600000000003, 326.78208, 404.78592000000003, 282.76992]"
8255.jpg,animal,"[178.689408, 328.6062, 450.37056, 237.16260000000003]"
8256.jpg,animal,"[702.9599999999999, 515.68272, 387.25248000000005, 259.99596]"
8257.jpg,animal,"[670.89216, 513.2214, 435.93408, 283.65767999999997]"
8258.jpg,animal,"[683.65632, 493.15391999999997, 435.93408, 283.65767999999997]"
8259.jpg,animal,"[677.15328, 470.14344, 417.55584, 305.11188]"
826.jpg,animal,"[609.32096, 670.06464, 186.437632, 124.23475199999999]"
8260.jpg,animal,"[677.15328, 470.14344, 433.96608000000003, 305.11188]"
8261.jpg,animal,"[607.24608, 472.94172, 402.73536, 271.03032]"
8262.jpg,animal,"[536.11008, 438.1452, 423.99168, 288.90000000000003]"
8263.jpg,animal,"[542.7552000000001, 472.69331999999997, 386.89151999999996, 258.1794]"
8264.jpg,animal,"[390.69312, 426.92076000000003, 509.48928, 302.4162]"
8265.jpg,animal,"[372.4608, 414.15084, 463.90656, 315.18612]"
8266.jpg,animal,"[0.0, 292.896, 185.48851200000001, 185.85072]"
8267.jpg,animal,"[3.6467328, 261.1062, 213.33312, 200.67588]"
8268.jpg,animal,"[294.05568000000005, 311.18904, 437.9328, 291.33108000000004]"
8269.jpg,animal,"[143.484288, 289.4994, 360.93888, 275.21208]"
827.jpg,animal,"[979.37408, 647.48544, 163.84, 127.05945600000001]"
8270.jpg,animal,"[624.27264, 453.82248000000004, 367.14048, 271.0854]"
8271.jpg,animal,"[549.31008, 471.27959999999996, 376.22783999999996, 248.48532]"
8272.jpg,animal,"[598.3852800000001, 374.4684, 419.80992000000003, 295.65864]"
8273.jpg,animal,"[620.0467199999999, 451.38815999999997, 362.9088, 268.9578]"
8274.jpg,animal,"[509.35104, 445.37148, 406.57344, 298.13832]"
8275.jpg,animal,"[507.31199999999995, 456.96204, 407.95584, 268.81524]"
8276.jpg,animal,"[65.64096, 242.86283999999998, 182.33625600000002, 231.68916]"
8277.jpg,animal,"[147.692352, 272.052, 200.56896, 244.45908]"
8278.jpg,animal,"[92.99136, 288.47123999999997, 260.73984, 209.79756]"
8279.jpg,animal,"[150.16627200000002, 290.58155999999997, 167.72736, 233.02512000000002]"
828.jpg,animal,"[606.49472, 672.89088, 194.912256, 121.411584]"
8280.jpg,animal,"[244.32960000000003, 235.56636, 238.85952, 282.76992]"
8281.jpg,animal,"[516.87744, 465.5016, 462.92928, 289.31579999999997]"
8282.jpg,animal,"[498.64512, 480.09672, 481.1616, 274.72175999999996]"
8283.jpg,animal,"[453.5328, 426.38831999999996, 547.28832, 355.12883999999997]"
8284.jpg,animal,"[440.58624000000003, 403.99884, 434.32896, 315.58032000000003]"
8285.jpg,animal,"[493.6128, 426.09348, 521.93856, 335.0106]"
8286.jpg,animal,"[502.72896000000003, 429.7428, 489.11808, 335.0106]"
8287.jpg,animal,"[372.69312, 399.54492, 411.31392, 265.54284]"
8288.jpg,animal,"[448.35648000000003, 417.87252, 411.64608, 276.44436]"
8289.jpg,animal,"[435.74208000000004, 408.77891999999997, 379.26912, 294.10668]"
829.jpg,animal,"[973.7216, 644.6592, 183.61344, 124.23475199999999]"
8290.jpg,animal,"[331.87584000000004, 408.52943999999997, 493.30176, 280.32372]"
8291.jpg,animal,"[1434.0883199999998, 404.20295999999996, 484.50816000000003, 415.10556]"
8292.jpg,animal,"[1165.39392, 436.26168, 547.02336, 423.82764]"
8293.jpg,animal,"[1081.46304, 426.82896, 294.86784, 489.59963999999997]"
8294.jpg,animal,"[938.2848, 422.82864, 670.29504, 517.06296]"
8295.jpg,animal,"[969.08736, 453.55248, 641.0591999999999, 483.20279999999997]"
8296.jpg,animal,"[1051.03872, 448.88795999999996, 545.7619199999999, 497.60676]"
8297.jpg,animal,"[979.37088, 475.06392, 619.61088, 461.84256]"
8298.jpg,animal,"[973.43232, 472.4244, 651.5712, 457.37028]"
8299.jpg,animal,"[7.650163200000001, 244.91916, 173.47296, 241.81416]"
83.jpg,animal,"[1272.25344, 662.9266799999999, 254.31936, 324.216]"
830.jpg,animal,"[982.20032, 650.31168, 152.541184, 121.411584]"
8300.jpg,animal,"[0.0, 369.21635999999995, 150.320064, 429.77196]"
8301.jpg,animal,"[1.34625408, 438.94115999999997, 268.8768, 430.92756]"
8302.jpg,animal,"[188.445888, 525.3498, 228.46656000000002, 368.12232]"
8303.jpg,animal,"[165.940608, 653.8752, 269.02272, 288.5652]"
8304.jpg,animal,"[166.222272, 656.7912, 282.37248, 285.09191999999996]"
8305.jpg,animal,"[166.222272, 656.7912, 282.37248, 285.09191999999996]"
8306.jpg,animal,"[1308.7353600000001, 361.15092, 367.24416, 315.603]"
8306.jpg,animal,"[4.2016128, 602.5525200000001, 233.42592000000002, 261.29303999999996]"
8307.jpg,animal,"[162.62803200000002, 632.12184, 302.41920000000005, 309.4308]"
8308.jpg,animal,"[4.09968, 489.88692, 598.62528, 345.51252]"
8309.jpg,animal,"[4.09968, 508.1292, 598.62528, 327.26916]"
831.jpg,animal,"[1058.46784, 644.6592, 223.17056, 175.05792]"
8310.jpg,animal,"[7.601087999999999, 466.16796, 580.07616, 378.30672]"
8311.jpg,animal,"[18.8419776, 435.74004, 536.69376, 436.75308]"
8312.jpg,animal,"[14.011641599999999, 524.58408, 473.12832000000003, 334.06775999999996]"
8313.jpg,animal,"[1159.99488, 374.89500000000004, 402.19584, 313.81992]"
8313.jpg,animal,"[3.6467328, 461.7648, 168.52992, 304.00704]"
8314.jpg,animal,"[0.0, 369.44964000000004, 46.680575999999995, 379.28844]"
8314.jpg,animal,"[791.33952, 381.51216, 432.13632, 379.45908000000003]"
8315.jpg,animal,"[552.59136, 428.87988, 350.56896, 347.8032]"
8316.jpg,animal,"[149.684736, 437.49827999999997, 586.87488, 467.19503999999995]"
8317.jpg,animal,"[11.5331328, 571.4636399999999, 536.3827200000001, 373.98672]"
8318.jpg,animal,"[11.5331328, 571.4636399999999, 536.3827200000001, 373.98672]"
8319.jpg,animal,"[46.961088, 524.3184, 515.48544, 426.3084]"
832.jpg,animal,"[1050.46016, 658.6982399999999, 178.612224, 150.583296]"
8320.jpg,animal,"[171.95596799999998, 580.9028400000001, 339.74784, 320.7168]"
8321.jpg,animal,"[308.11008000000004, 526.1155200000001, 243.09696, 361.12716]"
8322.jpg,animal,"[85.675584, 626.16456, 610.72128, 291.70691999999997]"
8323.jpg,animal,"[112.393536, 613.47564, 599.22048, 318.11616]"
8324.jpg,animal,"[112.393536, 544.15152, 599.22048, 387.44028]"
8325.jpg,animal,"[174.431616, 614.196, 611.16864, 310.48920000000004]"
8326.jpg,animal,"[357.216, 457.5366, 465.78624, 388.9674]"
8327.jpg,animal,"[358.58496, 524.22768, 202.58688, 339.36516]"
8328.jpg,animal,"[162.957504, 624.71088, 648.36288, 294.85944]"
8329.jpg,animal,"[288.45504, 466.10748, 282.07104, 433.17504]"
833.jpg,animal,"[750.55104, 729.3696, 296.61184, 203.2896]"
8330.jpg,animal,"[901.6742399999999, 425.66364, 445.05408, 354.4722]"
8331.jpg,animal,"[734.81472, 465.43032, 333.67488, 359.39160000000004]"
8332.jpg,animal,"[1023.787008, 756.582912, 161.4573568, 143.7121536]"
8333.jpg,animal,"[1065.873408, 786.8375040000001, 122.7767808, 96.39214079999999]"
8333.jpg,animal,"[1528.440832, 747.608064, 151.60832, 139.2972288]"
8334.jpg,animal,"[1388.343296, 592.725504, 77.677568, 87.6013056]"
8334.jpg,animal,"[1030.862848, 771.282432, 157.7852928, 111.9465984]"
8335.jpg,animal,"[156.38016000000002, 271.49039999999997, 224.6016, 203.2344]"
8336.jpg,animal,"[163.52256, 274.87080000000003, 217.9968, 194.95080000000002]"
8337.jpg,animal,"[185.98272, 257.46119999999996, 198.7392, 218.916]"
8338.jpg,animal,"[180.51264, 257.46119999999996, 213.3312, 213.4512]"
8339.jpg,animal,"[1417.7279999999998, 423.43559999999997, 289.8432, 335.2212]"
834.jpg,animal,"[1024.57344, 672.89088, 203.38688, 127.05945600000001]"
8340.jpg,animal,"[5.47008, 687.9978, 342.79296, 310.13496]"
8341.jpg,animal,"[840.576, 866.7864, 517.8432, 175.1328]"
8342.jpg,animal,"[47.27808, 767.2320000000001, 843.4752, 299.6784]"
8343.jpg,animal,"[47.27808, 767.2320000000001, 843.4752, 299.6784]"
8344.jpg,animal,"[56.56896, 837.54, 814.3872, 225.1044]"
8345.jpg,animal,"[0.0, 676.5746399999999, 372.7296, 288.01224]"
8346.jpg,animal,"[41.84064, 879.7032, 770.0928, 181.818]"
8347.jpg,animal,"[63.05664000000001, 777.9348, 792.4032000000001, 279.39599999999996]"
8348.jpg,animal,"[8.934336, 706.38588, 312.06144, 273.294]"
8349.jpg,animal,"[0.0, 625.23144, 330.40704, 290.43036]"
835.jpg,animal,"[982.20032, 678.54336, 197.738496, 172.23167999999998]"
8350.jpg,animal,"[0.0, 625.23144, 330.40704, 328.7412]"
8351.jpg,animal,"[3.7442111999999996, 560.7057599999999, 316.07039999999995, 350.34984000000003]"
8352.jpg,animal,"[3.7442111999999996, 560.7057599999999, 316.07039999999995, 350.34984000000003]"
8353.jpg,animal,"[0.0, 565.95132, 322.23168, 344.6874]"
8354.jpg,animal,"[6.0160512, 552.84552, 307.75872, 386.86032]"
8355.jpg,animal,"[0.0, 529.53264, 379.92384, 426.17555999999996]"
8356.jpg,animal,"[79.411008, 636.5055600000001, 239.02656000000002, 274.50683999999995]"
8357.jpg,animal,"[79.411008, 636.5055600000001, 239.02656000000002, 274.50683999999995]"
8358.jpg,animal,"[77.044992, 624.37932, 255.09696000000002, 305.83332]"
8359.jpg,animal,"[0.0, 647.2537199999999, 295.00992, 285.42348]"
836.jpg,animal,"[753.37728, 720.89088, 268.34944, 197.65247999999997]"
8360.jpg,animal,"[19.443648, 655.37748, 336.66816, 283.581]"
8361.jpg,animal,"[19.443648, 637.1341199999999, 336.66816, 272.6352]"
8362.jpg,animal,"[0.0, 477.18179999999995, 206.17919999999998, 352.49363999999997]"
8363.jpg,animal,"[1.66059456, 629.4024, 262.40064, 298.65132000000006]"
8364.jpg,animal,"[0.0, 532.2293999999999, 168.69004800000002, 335.77308]"
8365.jpg,animal,"[3.0122112000000003, 568.3532399999999, 305.92512, 391.37364]"
8366.jpg,animal,"[0.0, 614.3256, 334.3872, 310.3056]"
8367.jpg,animal,"[0.0, 621.6048, 383.7504, 299.7972]"
8368.jpg,animal,"[2.049792, 616.9284, 393.50399999999996, 312.6384]"
8369.jpg,animal,"[0.0, 588.06, 223.0272, 242.946]"
837.jpg,animal,"[583.8848, 695.48544, 225.97632, 240.0]"
8370.jpg,animal,"[0.0, 600.7392, 260.4864, 297.1404]"
8371.jpg,animal,"[279.5904, 385.25759999999997, 395.1936, 232.4484]"
8372.jpg,animal,"[769.5744, 421.7184, 305.52959999999996, 213.09480000000002]"
8373.jpg,animal,"[915.1296, 446.1696, 133.14048, 244.3716]"
8374.jpg,animal,"[536.3327999999999, 476.97119999999995, 354.98879999999997, 263.7468]"
8375.jpg,animal,"[0.0, 484.7688, 156.08831999999998, 391.5648]"
8376.jpg,animal,"[217.65120000000002, 524.124, 390.08639999999997, 253.31400000000002]"
8377.jpg,animal,"[11.273472, 639.5219999999999, 152.63039999999998, 392.74199999999996]"
8378.jpg,animal,"[0.0, 660.6684, 53.303039999999996, 383.346]"
8379.jpg,animal,"[0.0, 633.9383999999999, 161.83872000000002, 389.9664]"
8379.jpg,animal,"[269.22816, 276.10308000000003, 232.94784, 224.22204]"
838.jpg,animal,"[581.05856, 740.6592, 245.76, 197.65247999999997]"
8380.jpg,animal,"[326.58047999999997, 267.8292, 128.87846399999998, 259.45164]"
8380.jpg,animal,"[0.0, 620.6652, 149.04768, 420.3684]"
8381.jpg,animal,"[0.0, 620.6652, 149.04768, 420.3684]"
8381.jpg,animal,"[344.00064, 264.64968, 153.91833599999998, 279.50183999999996]"
8382.jpg,animal,"[272.52672, 317.29536, 259.5168, 232.48404000000002]"
8382.jpg,animal,"[9.116736, 562.1184000000001, 114.87168, 465.1992]"
8383.jpg,animal,"[14.155008, 748.0944, 268.74240000000003, 325.6092]"
8383.jpg,animal,"[57.585216, 604.5148800000001, 589.9871999999999, 278.78472]"
8384.jpg,animal,"[318.98112000000003, 341.02943999999997, 179.098944, 250.46064]"
8384.jpg,animal,"[14.155008, 748.0944, 237.7344, 325.6092]"
8385.jpg,animal,"[6.807936, 772.2864000000001, 286.2528, 286.22159999999997]"
8385.jpg,animal,"[123.10003199999998, 678.7152, 523.7376, 222.11604000000003]"
8386.jpg,animal,"[48.342144000000005, 678.7152, 655.01952, 222.11604000000003]"
8386.jpg,animal,"[5.47008, 817.5276, 149.51615999999999, 226.2168]"
8387.jpg,animal,"[62.588736, 666.51228, 614.77824, 249.19272]"
8388.jpg,animal,"[83.630976, 618.81516, 540.40128, 236.1852]"
8389.jpg,animal,"[109.157952, 584.15256, 514.8748800000001, 270.8478]"
839.jpg,animal,"[352.256, 751.9488, 189.263872, 259.76832]"
8390.jpg,animal,"[58.027008, 665.15364, 559.37472, 209.90988000000002]"
8391.jpg,animal,"[355.55519999999996, 478.20131999999995, 196.92288, 321.08076]"
8392.jpg,animal,"[265.43616000000003, 444.04308, 395.19935999999996, 283.62852]"
8393.jpg,animal,"[592.91712, 250.38503999999998, 129.087168, 254.57652000000002]"
8393.jpg,animal,"[1333.34784, 582.0152400000001, 452.61888, 253.00188]"
8394.jpg,animal,"[247.056, 488.48076000000003, 527.43552, 235.1484]"
8395.jpg,animal,"[1538.67456, 446.57352, 381.30624, 376.45992]"
8395.jpg,animal,"[600.6028799999999, 267.057, 123.033792, 245.56608]"
8396.jpg,animal,"[6.8916288, 706.6818, 827.25504, 356.03387999999995]"
8396.jpg,animal,"[598.8095999999999, 277.64208, 293.13792, 240.64452]"
8397.jpg,animal,"[590.7724800000001, 282.32172, 113.944128, 233.66124]"
8397.jpg,animal,"[1663.1424, 445.27428000000003, 239.30112, 437.16456]"
8398.jpg,animal,"[1316.0064, 513.57132, 499.70880000000005, 533.10636]"
8398.jpg,animal,"[588.99456, 273.6936, 130.540032, 231.21504]"
8399.jpg,animal,"[390.7584, 427.8204, 213.5616, 256.4136]"
8399.jpg,animal,"[3.2622528, 660.22992, 411.26592, 261.64188]"
84.jpg,animal,"[1266.71616, 663.8652, 262.8384, 324.53028]"
840.jpg,animal,"[566.94784, 737.83296, 265.54368, 197.65247999999997]"
8400.jpg,animal,"[224.82048, 630.25344, 403.84319999999997, 260.56512]"
8400.jpg,animal,"[0.0, 647.50644, 378.93312000000003, 361.17144]"
8400.jpg,animal,"[687.4559999999999, 376.4448, 173.8944, 204.822]"
8401.jpg,animal,"[0.41605056, 656.87976, 332.38848, 281.96964]"
8401.jpg,animal,"[817.2864, 411.6096, 211.1616, 144.612]"
8401.jpg,animal,"[254.77056000000002, 551.48796, 440.48064, 317.23055999999997]"
8402.jpg,animal,"[835.4112, 371.5956, 204.7296, 210.13559999999998]"
8402.jpg,animal,"[1.49455488, 508.58712, 285.0432, 411.44759999999997]"
8402.jpg,animal,"[207.49056, 568.17504, 475.77216, 325.37592]"
8403.jpg,animal,"[875.5776, 372.2112, 311.69280000000003, 209.4444]"
8403.jpg,animal,"[0.57070272, 647.62956, 318.0768, 304.76844000000006]"
8403.jpg,animal,"[251.64863999999997, 531.14724, 451.47456, 329.66136]"
8404.jpg,animal,"[0.57070272, 647.62956, 318.0768, 304.76844000000006]"
8404.jpg,animal,"[1705.4016, 370.656, 160.00511999999998, 134.5356]"
8405.jpg,animal,"[1848.7872, 343.9692, 69.65183999999999, 143.0676]"
8405.jpg,animal,"[5.255750399999999, 570.93768, 274.19903999999997, 363.88008]"
8406.jpg,animal,"[1797.8304, 334.0764, 122.16576, 144.126]"
8406.jpg,animal,"[4.1475648000000005, 623.93976, 307.06176, 374.61852]"
8407.jpg,animal,"[0.0, 640.55556, 254.99904000000004, 279.68436]"
8407.jpg,animal,"[1856.1791999999998, 315.8352, 63.816959999999995, 156.8916]"
8408.jpg,animal,"[1859.7504000000001, 297.16200000000003, 57.822720000000004, 208.6992]"
8408.jpg,animal,"[426.33408, 240.10884, 245.2608, 264.70152]"
8409.jpg,animal,"[11.1412032, 587.51676, 248.47104, 297.08964000000003]"
8409.jpg,animal,"[1869.0623999999998, 301.74120000000005, 49.007999999999996, 204.24960000000002]"
841.jpg,animal,"[160.167936, 814.0646399999999, 228.80256, 256.94208000000003]"
8410.jpg,animal,"[1869.0623999999998, 301.74120000000005, 49.007999999999996, 204.24960000000002]"
8410.jpg,animal,"[477.61344, 278.41968, 152.91456000000002, 214.98479999999998]"
8411.jpg,animal,"[419.37408, 208.20132, 477.72096, 246.28428]"
8411.jpg,animal,"[1692.2112, 314.56080000000003, 225.40800000000002, 238.626]"
8412.jpg,animal,"[245.9136, 527.3100000000001, 356.352, 293.382]"
8413.jpg,animal,"[885.3312000000001, 586.5156000000001, 336.15360000000004, 457.7472]"
8414.jpg,animal,"[854.4384, 701.5248, 332.2752, 333.1584]"
8415.jpg,animal,"[889.0752, 701.5248, 363.264, 333.1584]"
8416.jpg,animal,"[897.888, 603.6012, 330.50879999999995, 434.6136]"
8417.jpg,animal,"[662.784, 635.4612, 555.1104, 409.536]"
8417.jpg,animal,"[13.43472, 536.41332, 436.83648, 307.03319999999997]"
8418.jpg,animal,"[888.8639999999999, 595.5444, 345.5616, 455.1228]"
8418.jpg,animal,"[0.0, 585.83628, 145.86892799999998, 138.64824]"
8419.jpg,animal,"[661.3824, 644.6088, 560.4864, 402.87239999999997]"
8419.jpg,animal,"[5.082624, 464.74668, 463.11744, 408.34044]"
842.jpg,animal,"[691.24096, 636.19584, 146.890752, 129.882624]"
8420.jpg,animal,"[661.3824, 644.6088, 560.4864, 402.87239999999997]"
8420.jpg,animal,"[6.5615808, 544.0608, 438.75264, 305.6724]"
8421.jpg,animal,"[662.208, 769.2948, 568.9152, 285.93]"
8421.jpg,animal,"[12.760224000000001, 646.51608, 230.62848, 250.75224]"
8422.jpg,animal,"[1.58779584, 609.7280400000001, 452.66688, 279.17352]"
8422.jpg,animal,"[647.616, 741.9276, 583.5072, 313.29720000000003]"
8423.jpg,animal,"[118.51776, 532.926, 129.45792, 237.15720000000002]"
8423.jpg,animal,"[5.9815488, 541.69344, 219.71904, 502.71840000000003]"
8424.jpg,animal,"[5.981568, 603.72, 219.7248, 265.5612]"
8424.jpg,animal,"[169.364544, 611.8891199999999, 310.09344000000004, 436.63104]"
8425.jpg,animal,"[0.0, 585.0036, 246.3936, 270.7236]"
8425.jpg,animal,"[374.64, 653.562, 325.1616, 396.52848]"
8426.jpg,animal,"[374.64, 684.57528, 361.63007999999996, 365.5152]"
8426.jpg,animal,"[0.0, 613.5372, 255.9744, 253.8648]"
8427.jpg,animal,"[0.0, 625.0176, 258.5856, 243.93959999999998]"
8427.jpg,animal,"[386.20032, 646.87788, 352.00512, 407.42352000000005]"
8428.jpg,animal,"[211.50912, 981.7146, 306.32448, 78.44590799999999]"
8428.jpg,animal,"[2.028096, 627.7392, 298.8864, 238.5612]"
8429.jpg,animal,"[2.028096, 627.7392, 298.8864, 238.5612]"
8429.jpg,animal,"[216.9792, 912.3904799999999, 390.19968, 140.47343999999998]"
843.jpg,animal,"[674.28352, 661.60128, 158.189568, 110.11737600000001]"
8430.jpg,animal,"[0.0, 612.1872, 209.83679999999998, 256.1436]"
8430.jpg,animal,"[57.016128, 688.21488, 552.41664, 378.80028000000004]"
8431.jpg,animal,"[1.0262976, 600.7824, 268.224, 261.23040000000003]"
8431.jpg,animal,"[478.42560000000003, 646.1586, 1061.9366400000001, 406.03248]"
8432.jpg,animal,"[1411.28256, 558.47124, 494.1312, 477.97344000000004]"
8432.jpg,animal,"[6.279936, 543.9096, 297.3696, 334.63800000000003]"
8433.jpg,animal,"[0.06010943999999999, 553.3488000000001, 327.37919999999997, 316.2024]"
8434.jpg,animal,"[0.0, 600.0803999999999, 383.5392, 266.382]"
8435.jpg,animal,"[0.0, 569.0628, 383.5392, 297.3888]"
8436.jpg,animal,"[0.0, 589.9932, 334.464, 272.8728]"
8437.jpg,animal,"[2.5290239999999997, 527.0939999999999, 261.4656, 335.25359999999995]"
8438.jpg,animal,"[381.69216, 259.16328, 165.996288, 220.03164]"
8439.jpg,animal,"[0.0, 438.6528, 348.096, 267.52680000000004]"
844.jpg,animal,"[674.28352, 644.6592, 155.365376, 124.23475199999999]"
8440.jpg,animal,"[854.5344, 491.6268, 410.2656, 253.4976]"
8441.jpg,animal,"[1046.9951999999998, 530.5716, 221.2992, 266.868]"
8442.jpg,animal,"[1387.2767999999999, 590.7168, 532.7232, 365.93640000000005]"
8443.jpg,animal,"[7.771584000000001, 630.072, 358.2912, 308.44800000000004]"
8444.jpg,animal,"[1666.55232, 259.28208, 136.752192, 213.44580000000002]"
8444.jpg,animal,"[4.568448, 632.5992, 368.928, 304.2036]"
8445.jpg,animal,"[3.632064, 634.5108, 382.71360000000004, 311.5692]"
8445.jpg,animal,"[1629.71904, 222.21432, 185.31628800000001, 160.44912]"
8446.jpg,animal,"[3.632064, 634.5108, 286.08, 311.5692]"
8446.jpg,animal,"[1621.23648, 220.0662, 192.62016, 161.91036]"
8447.jpg,animal,"[1633.99872, 210.94451999999998, 179.85715199999999, 171.03204]"
8448.jpg,animal,"[375.6096, 436.2444, 271.67999999999995, 253.584]"
8449.jpg,animal,"[451.25759999999997, 401.382, 189.14880000000002, 265.14]"
845.jpg,animal,"[846.60224, 616.42752, 146.890752, 129.882624]"
8450.jpg,animal,"[419.52, 469.00079999999997, 196.7808, 296.946]"
8451.jpg,animal,"[364.4928, 444.1176, 278.55359999999996, 224.74800000000002]"
8452.jpg,animal,"[416.98560000000003, 447.03360000000004, 201.1008, 217.4904]"
8453.jpg,animal,"[425.35679999999996, 535.1508, 455.0592, 238.1724]"
8454.jpg,animal,"[9.19104, 499.2948, 303.84000000000003, 375.8724]"
8455.jpg,animal,"[0.0, 500.52599999999995, 220.45440000000002, 231.66]"
8456.jpg,animal,"[0.4259904, 504.54359999999997, 226.368, 225.0288]"
8457.jpg,animal,"[0.0, 532.2888, 378.9504, 235.8288]"
8458.jpg,animal,"[1.5418944, 518.3676, 428.8704, 257.8284]"
8459.jpg,animal,"[435.7824, 475.8372, 337.4592, 345.1572]"
846.jpg,animal,"[999.46496, 775.23456, 549.888, 527.0016]"
8460.jpg,animal,"[435.28319999999997, 500.93640000000005, 321.81120000000004, 321.138]"
8461.jpg,animal,"[435.28319999999997, 500.93640000000005, 321.81120000000004, 321.138]"
8462.jpg,animal,"[432.7104, 483.6456, 318.3744, 337.77]"
8463.jpg,animal,"[432.17280000000005, 573.9876, 312.3456, 260.38800000000003]"
8464.jpg,animal,"[457.01759999999996, 448.7616, 318.7008, 376.6824]"
8465.jpg,animal,"[81.27936000000001, 514.2312000000001, 460.91519999999997, 258.0336]"
8466.jpg,animal,"[100.02432, 525.6252000000001, 405.9456, 258.6276]"
8467.jpg,animal,"[100.02432, 525.6252000000001, 354.8928, 258.6276]"
8468.jpg,animal,"[12.385017600000001, 703.28088, 428.92607999999996, 202.4568]"
8468.jpg,animal,"[146.48256, 337.8132, 287.40479999999997, 204.876]"
8469.jpg,animal,"[77.232, 523.3356, 331.9104, 238.3236]"
847.jpg,animal,"[1022.19776, 885.4579200000001, 569.344, 403.23071999999996]"
8470.jpg,animal,"[98.23872, 373.06440000000003, 289.40160000000003, 193.2876]"
8470.jpg,animal,"[15.7286592, 696.6345600000001, 436.43136000000004, 201.60684]"
8471.jpg,animal,"[6.95664, 655.64424, 408.46272000000005, 259.52616]"
8471.jpg,animal,"[98.23872, 373.06440000000003, 338.6304, 193.2876]"
8472.jpg,animal,"[2.4562752000000003, 591.82596, 412.3008, 282.52368]"
8472.jpg,animal,"[127.46496, 343.6236, 299.15520000000004, 193.3956]"
8473.jpg,animal,"[733.7856, 392.904, 303.8016, 269.5032]"
8473.jpg,animal,"[0.0, 547.55568, 281.78112, 314.23788]"
8474.jpg,animal,"[201.00288, 295.16508, 235.95264, 149.8014]"
8474.jpg,animal,"[1103.3664, 666.6408, 452.8704, 359.3484]"
8475.jpg,animal,"[1103.3664, 608.2668, 471.0912, 417.7224]"
8476.jpg,animal,"[1030.8480000000002, 670.0859999999999, 456.51840000000004, 349.7904]"
8476.jpg,animal,"[209.36256, 261.40860000000004, 232.17408, 194.25744]"
8477.jpg,animal,"[0.0, 419.4612, 111.240384, 297.95148]"
8477.jpg,animal,"[1115.5392000000002, 589.7124, 455.7312, 411.2856]"
8478.jpg,animal,"[1033.248, 634.0248, 493.44, 382.4064]"
8478.jpg,animal,"[219.46752, 263.05452, 211.24416, 184.69512]"
8479.jpg,animal,"[31.147968, 215.28288, 223.19808, 212.8032]"
8479.jpg,animal,"[42.902975999999995, 409.45932, 360.48192, 325.12644]"
8479.jpg,animal,"[633.6768, 678.0672, 214.67520000000002, 374.15520000000004]"
8479.jpg,animal,"[891.8592, 367.14599999999996, 266.99519999999995, 202.446]"
848.jpg,animal,"[667.91424, 827.1513600000001, 300.40064, 531.71712]"
8480.jpg,animal,"[891.8592, 367.14599999999996, 266.99519999999995, 202.446]"
8480.jpg,animal,"[24.340032, 207.59652, 235.04832, 219.2238]"
8480.jpg,animal,"[87.483648, 413.91432, 316.32384, 328.3308]"
8480.jpg,animal,"[639.4176, 680.5512, 211.2, 371.5632]"
8481.jpg,animal,"[23.666304, 443.46636, 393.56352, 296.62955999999997]"
8481.jpg,animal,"[2.1055488, 217.04760000000002, 140.148672, 215.6382]"
8481.jpg,animal,"[881.4912, 355.3524, 275.2704, 208.9368]"
8481.jpg,animal,"[640.8192, 679.3308, 208.8576, 368.2584]"
8482.jpg,animal,"[1022.0351999999999, 422.118, 297.9264, 188.2008]"
8482.jpg,animal,"[396.1728, 707.8428, 492.55679999999995, 342.19800000000004]"
8482.jpg,animal,"[21.976319999999998, 473.03892, 422.20032000000003, 279.54936000000004]"
8483.jpg,animal,"[903.3984, 417.42, 235.3152, 131.8896]"
8483.jpg,animal,"[17.1043392, 456.80868, 425.67936, 279.31932]"
8483.jpg,animal,"[583.3728, 708.2532, 280.704, 336.1932]"
8484.jpg,animal,"[5.565984, 543.6547200000001, 529.6473599999999, 300.834]"
8484.jpg,animal,"[691.2768000000001, 784.2528, 677.1456, 273.564]"
8484.jpg,animal,"[1535.8272, 479.6388, 340.41600000000005, 163.3392]"
8485.jpg,animal,"[1561.4016, 482.00399999999996, 326.6496, 169.776]"
